시간,rate
2021-03-27 00:00:00,0
2021-03-28 00:00:00,0
2021-03-29 00:00:00,0
2021-03-30 00:00:00,0
2021-03-31 00:00:00,0
2021-04-01 00:00:00,0
2021-04-02 00:00:00,0
2021-04-03 00:00:00,0
2021-04-04 00:00:00,0
2021-04-05 00:00:00,0
2021-04-06 00:00:00,0
2021-04-07 00:00:00,0
2021-04-08 00:00:00,0
2021-04-09 00:00:00,0
2021-04-10 00:00:00,0
2021-04-11 00:00:00,0
2021-04-12 00:00:00,0
2021-04-13 00:00:00,0
2021-04-14 00:00:00,0
2021-04-15 00:00:00,0
2021-04-16 00:00:00,0
2021-04-17 00:00:00,0
2021-04-18 00:00:00,0
2021-04-19 00:00:00,0
2021-04-20 00:00:00,0
2021-04-21 00:00:00,0
2021-04-22 00:00:00,0
2021-04-23 00:00:00,0
2021-04-24 00:00:00,0
